ticker,company,cik,index_name,from_year,thru_year
CIVI,Civitas Resources,,SP600SmallCap,2019,2019
CKH,SEACOR Holdings,,SP600SmallCap,2019,2019
CLDT,Chatham Lodging Trust,,SP600SmallCap,2019,2019
CLF,Cleveland-Cliffs,,SP600SmallCap,2019,2019
CLW,Clearwater Paper Corporation,,SP600SmallCap,2019,2019
CMO,Capstead Mortgage Corporation,,SP600SmallCap,2019,2019
CMTL,Comtech Telecommunications Corp.,,SP600SmallCap,2019,2019
CNMD,CONMED Corporation,0000816956,SP600SmallCap,2019,2019
CNR,"Core Natural Resources, Inc.",0001710366,SP600SmallCap,2019,2019
CNSL,Consolidated Communications,,SP600SmallCap,2019,2019
CNXN,"PC Connection, Inc.",0001050377,SP600SmallCap,2019,2019
COHU,"Cohu, Inc.",0000021535,SP600SmallCap,2019,2019
COKE,Coca-Cola Bottling Co. Consolidated,,SP600SmallCap,2019,2019
COLB,Columbia Banking System,,SP600SmallCap,2019,2019
CONN,Conn's,,SP600SmallCap,2019,2019
CORE,"Core-Mark Holding Company, Inc.",,SP600SmallCap,2019,2019
CORT,Corcept Therapeutics Incorporated,0001088856,SP600SmallCap,2019,2019
CPE,Callon Petroleum,,SP600SmallCap,2019,2019
CPF,Central Pacific Financial Corp.,0000701347,SP600SmallCap,2019,2019
CPS,"Cooper-Standard Holdings, Inc.",,SP600SmallCap,2019,2019
CPSI,Computer Programs and Systems,,SP600SmallCap,2019,2019
CRCM,Care.com,,SP600SmallCap,2019,2019
CROX,"Crocs, Inc.",,SP600SmallCap,2019,2019
CRVL,CorVel Corporation,0000874866,SP600SmallCap,2019,2019
CSGS,"CSG Systems International, Inc.",,SP600SmallCap,2019,2019
CSII,Cardiovascular Systems,,SP600SmallCap,2019,2019
CSR,Centerspace Trust,0000798359,SP600SmallCap,2019,2019
CTB,Cooper Tire & Rubber Company,,SP600SmallCap,2019,2019
CTRE,CareTrust REIT,,SP600SmallCap,2019,2019
CTS,CTS Corporation,0000026058,SP600SmallCap,2019,2019
CUB,Cubic Corporation,,SP600SmallCap,2019,2019
CUBI,"Customers Bancorp, Inc.",0001488813,SP600SmallCap,2019,2019
CUTR,"Cutera, Inc.",,SP600SmallCap,2019,2019
CVBF,CVB Financial Corp.,0000354647,SP600SmallCap,2019,2019
CVCO,"Cavco Industries, Inc.",0000278166,SP600SmallCap,2019,2019
CVET,Covetrus,,SP600SmallCap,2019,2019
CVGW,"Calavo Growers, Inc.",,SP600SmallCap,2019,2019
CVSA,Covista Inc.,0000730464,SP600SmallCap,2019,2019
CWEN,"Clearway Energy, Inc. (Class C)",0001567683,SP600SmallCap,2019,2019
CWEN.A,"Clearway Energy, Inc. (Class A)",0001567683,SP600SmallCap,2019,2019
CWT,California Water Service Group,0001035201,SP600SmallCap,2019,2019
CYH,"Community Health Systems, Inc.",,SP600SmallCap,2019,2019
CYTK,Cytokinetics,,SP600SmallCap,2019,2019
DAKT,"Daktronics, Inc.",,SP600SmallCap,2019,2019
DAR,Darling Ingredients,,SP600SmallCap,2019,2019
DBD,Diebold Nixdorf,0000028823,SP600SmallCap,2019,2019
DBI,Designer Brands,,SP600SmallCap,2019,2019
DCH,Dauch Corporation,0001062231,SP600SmallCap,2019,2019
DCOM,"Dime Community Bancshares, Inc.",0000846617,SP600SmallCap,2019,2019
DDD,3D Systems Corporation,,SP600SmallCap,2019,2019
DEA,"Easterly Government Properties, Inc.",0001622194,SP600SmallCap,2019,2019
DFIN,"Donnelley Financial Solutions, Inc.",0001669811,SP600SmallCap,2019,2019
DGII,Digi International Inc.,0000854775,SP600SmallCap,2019,2019
DIN,Dine Brands Global,,SP600SmallCap,2019,2019
DIOD,Diodes Incorporated,0000029002,SP600SmallCap,2019,2019
DO,Diamond Offshore Drilling,,SP600SmallCap,2019,2019
DORM,"Dorman Products, Inc.",0000868780,SP600SmallCap,2019,2019
DPLO,Diplomat Pharmacy,,SP600SmallCap,2019,2019
DRH,DiamondRock Hospitality Company,0001298946,SP600SmallCap,2019,2019
DRQ,"Dril-Quip, Inc.",,SP600SmallCap,2019,2019
DSPG,DSP Group,,SP600SmallCap,2019,2019
DXPE,"DXP Enterprises, Inc.",0001020710,SP600SmallCap,2019,2019
EBIX,Ebix,,SP600SmallCap,2019,2019
EBS,Emergent BioSolutions,,SP600SmallCap,2019,2019
ECHO,Echo Global Logistics,,SP600SmallCap,2019,2019
ECOL,US Ecology,,SP600SmallCap,2019,2019
ECPG,"Encore Capital Group, Inc.",0001084961,SP600SmallCap,2019,2019
EE,El Paso Electric,,SP600SmallCap,2019,2019
EGBN,Eagle Bancorp Inc,0001050441,SP600SmallCap,2019,2019
EGHT,8x8,,SP600SmallCap,2019,2019
EGOV,NIC Inc.,,SP600SmallCap,2019,2019
EGRX,"Eagle Pharmaceuticals, Inc.",,SP600SmallCap,2019,2019
EHTH,eHealth,,SP600SmallCap,2019,2019
EIG,"Employers Holdings, Inc.",0001379041,SP600SmallCap,2019,2019
ELME,Elme Communities,,SP600SmallCap,2019,2019
ELY,Callaway Golf Company,,SP600SmallCap,2019,2019
ENDP,Endo International,,SP600SmallCap,2019,2019
ENSG,Ensign Group,,SP600SmallCap,2019,2019
ENVA,"Enova International, Inc.",0001529864,SP600SmallCap,2019,2019
EPAC,Enerpac Tool Group,0000006955,SP600SmallCap,2019,2019
EPAY,Bottomline Technologies,,SP600SmallCap,2019,2019
EPRT,"Essential Properties Realty Trust, Inc.",0001728951,SP600SmallCap,2019,2019
ESE,ESCO Technologies Inc.,0000866706,SP600SmallCap,2019,2019
ETD,"Ethan Allen Interiors, Inc.",0000896156,SP600SmallCap,2019,2019
EVTC,"EVERTEC, Inc.",0001559865,SP600SmallCap,2019,2019
EXLS,EXL Service Holdings,,SP600SmallCap,2019,2019
EXPO,Exponent,,SP600SmallCap,2019,2019
EXPR,"Express, Inc.",,SP600SmallCap,2019,2019
EXTN,Exterran Corporation,,SP600SmallCap,2019,2019
EXTR,"Extreme Networks, Inc.",0001078271,SP600SmallCap,2019,2019
EZPW,"EZCORP, Inc.",0000876523,SP600SmallCap,2019,2019
FARO,FARO Technologies,,SP600SmallCap,2019,2019
FBC,Flagstar Bancorp,,SP600SmallCap,2019,2019
FBP,First BanCorp (Puerto Rico),0001057706,SP600SmallCap,2019,2019
FCF,"First Commonwealth Financial, Corp.",0000712537,SP600SmallCap,2019,2019
FCPT,"Four Corners Property Trust, Inc.",0001650132,SP600SmallCap,2019,2019
FDP,"Fresh Del Monte Produce, Inc.",0001047340,SP600SmallCap,2019,2019
FELE,Franklin Electric,0000038725,SP600SmallCap,2019,2019
FF,FutureFuel,,SP600SmallCap,2019,2019
FFBC,First Financial Bancorp,0000708955,SP600SmallCap,2019,2019
FG,"F&G Annuities & Life, Inc.",0001934850,SP600SmallCap,2019,2019
FIX,Comfort Systems USA,,SP600SmallCap,2019,2019
FIZZ,National Beverage Corp.,0000069891,SP600SmallCap,2019,2019
FL,Foot Locker,,SP600SmallCap,2019,2019
FLOW,"SPX FLOW, Inc.",,SP600SmallCap,2019,2019
FMBI,First Midwest Bancorp,,SP600SmallCap,2019,2019
FN,Fabrinet,,SP600SmallCap,2019,2019
FOE,Ferro Corporation,,SP600SmallCap,2019,2019
FORM,"FormFactor, Inc.",0001039399,SP600SmallCap,2019,2019
FORR,Forrester Research,,SP600SmallCap,2019,2019
FOSL,Fossil Group,,SP600SmallCap,2019,2019
FOXF,Fox Factory,0001424929,SP600SmallCap,2019,2019
FRGI,Fiesta Restaurant Group,,SP600SmallCap,2019,2019
FSB,Franklin Financial Network,,SP600SmallCap,2019,2019
FSP,Franklin Street Properties Corp.,,SP600SmallCap,2019,2019
FSS,Federal Signal Corporation,0000277509,SP600SmallCap,2019,2019
FUL,H.B. Fuller Company,0000039368,SP600SmallCap,2019,2019
FUN,Six Flags,0001999001,SP600SmallCap,2019,2019
FWRD,Forward Air Corp.,0000912728,SP600SmallCap,2019,2019
GBCI,Glacier Bancorp,,SP600SmallCap,2019,2019
GBX,"The Greenbrier Companies, Inc.",0000923120,SP600SmallCap,2019,2019
GCI,Gannett,,SP600SmallCap,2019,2019
GCO,Genesco,,SP600SmallCap,2019,2019
GCP,GCP Applied Technologies,,SP600SmallCap,2019,2019
GEAR,Revelyst,,SP600SmallCap,2019,2019
GEOS,Geospace Technologies,,SP600SmallCap,2019,2019
GES,"Guess, Inc.",,SP600SmallCap,2019,2019
GFF,Griffon Corporation,0000050725,SP600SmallCap,2019,2019
GHL,Greenhill & Co.,,SP600SmallCap,2019,2019
GIII,"G-III Apparel Group, Ltd.",0000821002,SP600SmallCap,2019,2019
GKOS,Glaukos Corp.,0001192448,SP600SmallCap,2019,2019
GLT,Glatfelter,,SP600SmallCap,2019,2019
GLUU,Glu Mobile,,SP600SmallCap,2019,2019
GME,GameStop Corp.,,SP600SmallCap,2019,2019
GMS,"GMS, Inc.",,SP600SmallCap,2019,2019
GNL,"Global Net Lease, Inc.",0001526113,SP600SmallCap,2019,2019
GPI,"Group 1 Automotive, Inc.",0001031203,SP600SmallCap,2019,2019
GPMT,Granite Point Mortgage Trust,,SP600SmallCap,2019,2019
GPOR,Gulfport Energy,,SP600SmallCap,2019,2019
GPRE,Green Plains Inc.,,SP600SmallCap,2019,2019
GTLS,"Chart Industries, Inc.",,SP600SmallCap,2019,2019
GTX,Garrett Motion,,SP600SmallCap,2019,2019
GTY,Getty Realty Corp.,0001052752,SP600SmallCap,2019,2019
GVA,"Granite Construction, Inc.",0000861459,SP600SmallCap,2019,2019
GWB,"Great Western Bancorp, Inc.",,SP600SmallCap,2019,2019
HA,Hawaiian Holdings,,SP600SmallCap,2019,2019
HAFC,Hanmi Financial Corporation,0001109242,SP600SmallCap,2019,2019
HAYN,Haynes International,,SP600SmallCap,2019,2019
HCC,"Warrior Met Coal, Inc.",0001691303,SP600SmallCap,2019,2019
HCI,"HCI Group, Inc.",0001400810,SP600SmallCap,2019,2019
HFWA,Heritage Financial Corporation,0001046025,SP600SmallCap,2019,2019
HI,Hillenbrand,,SP600SmallCap,2019,2019
HIBB,Hibbett Sports,,SP600SmallCap,2019,2019
HLIT,Harmonic Inc.,0000851310,SP600SmallCap,2019,2019
HLX,"Helix Energy Solutions Group, Inc.",0000866829,SP600SmallCap,2019,2019
HMN,Horace Mann Educators Corporation,0000850141,SP600SmallCap,2019,2019
HMST,HomeStreet Bank,,SP600SmallCap,2019,2019
HMSY,HMS Holdings,,SP600SmallCap,2019,2019
HNGR,"Hanger, Inc.",,SP600SmallCap,2019,2019
HOPE,"Hope Bancorp, Inc.",0001128361,SP600SmallCap,2019,2019
HOUS,Anywhere Real Estate,,SP600SmallCap,2019,2019
HPR,HighPoint Resources,,SP600SmallCap,2019,2019
HSII,Heidrick & Struggles International,,SP600SmallCap,2019,2019
HSKA,Heska Corporation,,SP600SmallCap,2019,2019
HSTM,"HealthStream, Inc.",0001095565,SP600SmallCap,2019,2019
HT,Hersha Hospitality Trust,,SP600SmallCap,2019,2019
HTLD,"Heartland Express, Inc.",0000799233,SP600SmallCap,2019,2019
HUBG,"Hub Group, Inc.",0000940942,SP600SmallCap,2019,2019
HVT,Havertys,,SP600SmallCap,2019,2019
HWKN,"Hawkins, Inc.",0000046250,SP600SmallCap,2019,2019
HZO,"MarineMax, Inc.",0001057060,SP600SmallCap,2019,2019
IBP,"Installed Building Products, Inc.",0001580905,SP600SmallCap,2019,2019
IBTX,Independent Bank Group,,SP600SmallCap,2019,2019
ICHR,"Ichor Holdings, Ltd.",0001652535,SP600SmallCap,2019,2019
IIIN,"Insteel Industries, Inc.",0000764401,SP600SmallCap,2019,2019
IIPR,"Innovative Industrial Properties, Inc.",0001677576,SP600SmallCap,2019,2019
ILPT,Industrial Logistics Properties Trust,,SP600SmallCap,2019,2019
INDB,Independent Bank Corp.,0000776901,SP600SmallCap,2019,2019
INGN,Inogen,,SP600SmallCap,2019,2019
INN,Summit Hotel Properties,,SP600SmallCap,2019,2019
INVA,"Innoviva, Inc.",0001080014,SP600SmallCap,2019,2019
IOSP,"Innospec, Inc.",0001054905,SP600SmallCap,2019,2019
IPAR,"Inter Parfums, Inc.",0000822663,SP600SmallCap,2019,2019
IRBT,iRobot,,SP600SmallCap,2019,2019
IRDM,Iridium Communications,0001418819,SP600SmallCap,2019,2019
IRT,Independence Realty Trust,,SP600SmallCap,2019,2019
ITGR,Integer Holdings Corporation,0001114483,SP600SmallCap,2019,2019
ITRI,"Itron, Inc.",0000780571,SP600SmallCap,2019,2019
IVC,Invacare Corporation,,SP600SmallCap,2019,2019
IVR,Invesco Mortgage Capital,,SP600SmallCap,2019,2019
JBSS,"John B. Sanfilippo & Son, Inc.",0000880117,SP600SmallCap,2019,2019
JBT,John Bean Technologies Corporation,,SP600SmallCap,2019,2019
JCP,JCPenney,,SP600SmallCap,2019,2019
JJSF,J&J Snack Foods Corp.,0000785956,SP600SmallCap,2019,2019
JOE,St. Joe Company,0000745308,SP600SmallCap,2019,2019
JRVR,James River Group Holdings,,SP600SmallCap,2019,2019
KALU,Kaiser Aluminum Corporation,0000811596,SP600SmallCap,2019,2019
KAMN,Kaman Corporation,,SP600SmallCap,2019,2019
KELYA,Kelly Services,,SP600SmallCap,2019,2019
KFY,Korn/Ferry International,0000056679,SP600SmallCap,2019,2019
KLIC,"Kulicke and Soffa Industries, Inc.",0000056978,SP600SmallCap,2019,2019
KN,Knowles Corporation,0001587523,SP600SmallCap,2019,2019
KNSL,Kinsale Capital Group,,SP600SmallCap,2019,2019
KOP,"Koppers Holdings, Inc.",0001315257,SP600SmallCap,2019,2019
KRA,Kraton,,SP600SmallCap,2019,2019
KREF,KKR Real Estate Finance Trust,,SP600SmallCap,2019,2019
KRG,Kite Realty Group Trust,,SP600SmallCap,2019,2019
KTB,Kontoor Brands,0001760965,SP600SmallCap,2019,2019
KWR,Quaker Chemical Corporation,0000081362,SP600SmallCap,2019,2019
LAD,Lithia Motors,,SP600SmallCap,2019,2019
LCI,"Lannett Company, Inc.",,SP600SmallCap,2019,2019
LCII,LCI Industries,0000763744,SP600SmallCap,2019,2019
LDL,"Lydall, Inc.",,SP600SmallCap,2019,2019
LGIH,LGI Homes,0001580670,SP600SmallCap,2019,2019
LHCG,LHC Group,,SP600SmallCap,2019,2019
LL,LL Flooring,,SP600SmallCap,2019,2019
LMAT,LeMaitre Vascular,0001158895,SP600SmallCap,2019,2019
LMNX,Luminex Corporation,,SP600SmallCap,2019,2019
LNN,Lindsay Corporation,0000836157,SP600SmallCap,2019,2019
LNTH,Lantheus Holdings,,SP600SmallCap,2019,2019
LOCO,El Pollo Loco,,SP600SmallCap,2019,2019
LPG,Dorian LPG Ltd.,0001596993,SP600SmallCap,2019,2019
LPSN,LivePerson,,SP600SmallCap,2019,2019
LQDT,"Liquidity Services, Inc.",0001235468,SP600SmallCap,2019,2019
LTC,"LTC Properties, Inc.",0000887905,SP600SmallCap,2019,2019
LTHM,Livent Corp.,,SP600SmallCap,2019,2019
LXP,Lexington Realty Trust,0000910108,SP600SmallCap,2019,2019
LXU,LSB Industries,,SP600SmallCap,2019,2019
LZB,"La-Z-Boy, Inc.",0000057131,SP600SmallCap,2019,2019
M,"Macy's, Inc.",,SP600SmallCap,2019,2019
MANT,ManTech International,,SP600SmallCap,2019,2019
MATV,Mativ Holdings,,SP600SmallCap,2019,2019
MATW,Matthews International Corporation,0000063296,SP600SmallCap,2019,2019
MATX,"Matson, Inc.",0000003453,SP600SmallCap,2019,2019
MCRI,"Monarch Casino & Resort, Inc.",0000907242,SP600SmallCap,2019,2019
MCS,Marcus Corporation,,SP600SmallCap,2019,2019
MDC,MDC Holdings,,SP600SmallCap,2019,2019
MDR,McDermott International,,SP600SmallCap,2019,2019
MED,Medifast,,SP600SmallCap,2019,2019
MEDP,Medpace,,SP600SmallCap,2019,2019
MEI,Methode Electronics,,SP600SmallCap,2019,2019
MERC,Mercer International,,SP600SmallCap,2019,2019
MGLN,Magellan Health,,SP600SmallCap,2019,2019
MGPI,MGP Ingredients,,SP600SmallCap,2019,2019
MHO,"M/I Homes, Inc.",0000799292,SP600SmallCap,2019,2019
MIK,The Michaels Companies,,SP600SmallCap,2019,2019
MLAB,Mesa Laboratories,,SP600SmallCap,2019,2019
MLI,Mueller Industries,,SP600SmallCap,2019,2019
MMI,"Marcus & Millichap, Inc.",0001578732,SP600SmallCap,2019,2019
MMSI,"Merit Medical Systems, Inc.",0000856982,SP600SmallCap,2019,2019
MNRO,"Monro, Inc.",0000876427,SP600SmallCap,2019,2019
MNTA,Momenta Pharmaceuticals,,SP600SmallCap,2019,2019
MODV,ModivCare,,SP600SmallCap,2019,2019
MOG.A,Moog Inc.,,SP600SmallCap,2019,2019
MOV,Movado,,SP600SmallCap,2019,2019
MPAA,Motorcar Parts of America,,SP600SmallCap,2019,2019
MPT,Medical Properties Trust,0001287865,SP600SmallCap,2019,2019
MRTN,"Marten Transport, Ltd.",0000799167,SP600SmallCap,2019,2019
MSTR,"MicroStrategy, Inc.",,SP600SmallCap,2019,2019
MTH,Meritage Homes Corporation,0000833079,SP600SmallCap,2019,2019
MTOR,Meritor,,SP600SmallCap,2019,2019
MTRN,Materion Corp.,0001104657,SP600SmallCap,2019,2019
MTRX,Matrix Service Company,,SP600SmallCap,2019,2019
MTSC,MTS Systems Corporation,,SP600SmallCap,2019,2019
MTUS,Metallus Inc,0001598428,SP600SmallCap,2019,2019
MXL,"MaxLinear, Inc.",0001288469,SP600SmallCap,2019,2019
MYE,Myers Industries,,SP600SmallCap,2019,2019
MYGN,Myriad Genetics,,SP600SmallCap,2019,2019
MYRG,"MYR Group, Inc.",0000700923,SP600SmallCap,2019,2019
NBHC,National Bank Holdings Corporation,0001475841,SP600SmallCap,2019,2019
NBR,Nabors Industries,,SP600SmallCap,2019,2019
NBTB,"NBT Bancorp, Inc.",0000790359,SP600SmallCap,2019,2019
NE,Noble Corporation,0000072207,SP600SmallCap,2019,2019
NEO,"NeoGenomics Laboratories, Inc.",0001077183,SP600SmallCap,2019,2019
NEOG,Neogen,0000711377,SP600SmallCap,2019,2019
NFBK,"Northfield Bancorp,",,SP600SmallCap,2019,2019
NMIH,"NMI Holdings, Inc.",0001547903,SP600SmallCap,2019,2019
NP,"Neenah, Inc.",,SP600SmallCap,2019,2019
NPK,"National Presto Industries, Inc.",0000080172,SP600SmallCap,2019,2019
NPO,"EnPro Industries, Inc.",0001164863,SP600SmallCap,2019,2019
NR,"Newpark Resources, Inc.",,SP600SmallCap,2019,2019
NSA,National Storage Affiliates Trust,,SP600SmallCap,2019,2019
NSIT,"Insight Enterprises, Inc.",0000932696,SP600SmallCap,2019,2019
NTGR,Netgear,,SP600SmallCap,2019,2019
NTUS,Natus Medical,,SP600SmallCap,2019,2019
NVRI,Enviri Corporation,0000045876,SP600SmallCap,2019,2019
NWBI,"Northwest Bancshares, Inc.",0001471265,SP600SmallCap,2019,2019
NWN,NW Natural,0001733998,SP600SmallCap,2019,2019
NX,Quanex Building Products Corporation,0001423221,SP600SmallCap,2019,2019
NXGN,NextGen Healthcare,,SP600SmallCap,2019,2019
NXRT,"NexPoint Residential Trust, Inc.",0001620393,SP600SmallCap,2019,2019
NYMT,"New York Mortgage Trust, Inc.",,SP600SmallCap,2019,2019
OAS,Oasis Petroleum,,SP600SmallCap,2019,2019
ODP,The ODP Corporation,,SP600SmallCap,2019,2019
OFG,OFG Bancorp,0001030469,SP600SmallCap,2019,2019
OFIX,Orthofix Medical,,SP600SmallCap,2019,2019
OII,"Oceaneering International, Inc.",0000073756,SP600SmallCap,2019,2019
OIS,Oil States International,,SP600SmallCap,2019,2019
OMCL,Omnicell,0000926326,SP600SmallCap,2019,2019
OMI,Owens & Minor,,SP600SmallCap,2019,2019
ONB,Old National Bancorp,,SP600SmallCap,2019,2019
ONTO,Onto Innovation,,SP600SmallCap,2019,2019
OPB,Opus Bank,,SP600SmallCap,2019,2019
OPI,Office Properties Income Trust,,SP600SmallCap,2019,2019
OSIS,"OSI Systems, Inc.",0001039065,SP600SmallCap,2019,2019
OSPN,OneSpan,,SP600SmallCap,2019,2019
OSUR,OraSure Technologies,,SP600SmallCap,2019,2019
OXM,"Oxford Industries, Inc.",0000075288,SP600SmallCap,2019,2019
PAHC,Phibro Animal Health,0001069899,SP600SmallCap,2019,2019
PARR,"Par Pacific Holdings, Inc.",0000821483,SP600SmallCap,2019,2019
PATK,"Patrick Industries, Inc.",0000076605,SP600SmallCap,2019,2019
PBI,"Pitney Bowes, Inc.",0000078814,SP600SmallCap,2019,2019
PCRX,"Pacira BioSciences, Inc.",0001396814,SP600SmallCap,2019,2019
PDCE,"PDC Energy, Inc.",,SP600SmallCap,2019,2019
PDFS,"PDF Solutions, Inc.",0001120914,SP600SmallCap,2019,2019
PEI,Pennsylvania Real Estate,,SP600SmallCap,2019,2019
PETS,PetMed Express,,SP600SmallCap,2019,2019
PFBC,Preferred Bank,0001492165,SP600SmallCap,2019,2019
PFS,"Provident Financial Services, Inc.",0001178970,SP600SmallCap,2019,2019
PGTI,PGT Innovations,,SP600SmallCap,2019,2019
PINC,Premier,,SP600SmallCap,2019,2019
PIPR,Piper Sandler Companies,0001230245,SP600SmallCap,2019,2019
PKE,Park Aerospace Corp,,SP600SmallCap,2019,2019
PLAB,"Photronics, Inc.",0000810136,SP600SmallCap,2019,2019
PLAY,Dave & Buster's,,SP600SmallCap,2019,2019
PLCE,The Children's Place,,SP600SmallCap,2019,2019
PLUS,"ePlus, Inc.",0001022408,SP600SmallCap,2019,2019
PLXS,Plexus Corp.,0000785786,SP600SmallCap,2019,2019
PMT,PennyMac Mortgage Investment Trust,0001464423,SP600SmallCap,2019,2019
PNTG,Pennant Group,,SP600SmallCap,2019,2019
POLY,Plantronics,,SP600SmallCap,2019,2019
POWI,Power Integrations,0000833640,SP600SmallCap,2019,2019
POWL,"Powell Industries, Inc.",0000080420,SP600SmallCap,2019,2019
PPBI,Pacific Premier Bancorp,,SP600SmallCap,2019,2019
PRA,ProAssurance Corporation,0001127703,SP600SmallCap,2019,2019
PRAA,"PRA Group, Inc.",0001185348,SP600SmallCap,2019,2019
PRDO,Perdoceo Education Corp.,0001046568,SP600SmallCap,2019,2019
PRFT,Perficient,,SP600SmallCap,2019,2019
PRGS,Progress Software Corporation,0000876167,SP600SmallCap,2019,2019
PRK,Park National Corp.,0000805676,SP600SmallCap,2019,2019
PRLB,Protolabs,0001443669,SP600SmallCap,2019,2019
PRSU,"Pursuit Attractions & Hospitality, Inc.",0000884219,SP600SmallCap,2019,2019
PSMT,PriceSmart,0001041803,SP600SmallCap,2019,2019
PUMP,ProPetro Holding,,SP600SmallCap,2019,2019
QEP,QEP Resources,,SP600SmallCap,2019,2019
QLYS,Qualys,,SP600SmallCap,2019,2019
QNST,"QuinStreet, Inc.",0001117297,SP600SmallCap,2019,2019
RAVN,Raven Industries,,SP600SmallCap,2019,2019
RC,Ready Capital Corp,,SP600SmallCap,2019,2019
RDNT,"RadNet, Inc.",0000790526,SP600SmallCap,2019,2019
REGI,Renewable Energy Group,,SP600SmallCap,2019,2019
REI,Ring Energy,,SP600SmallCap,2019,2019
RES,"RPC, Inc.",0000742278,SP600SmallCap,2019,2019
REX,REX American Resources Corporation,0000744187,SP600SmallCap,2019,2019
RGNX,REGENXBIO,,SP600SmallCap,2019,2019
RGP,Resources Connection,,SP600SmallCap,2019,2019
RGR,"Sturm, Ruger & Co.",,SP600SmallCap,2019,2019
RGS,Regis Corporation,,SP600SmallCap,2019,2019
RH,RH,,SP600SmallCap,2019,2019
RMAX,RE/MAX,,SP600SmallCap,2019,2019
RMBS,Rambus,,SP600SmallCap,2019,2019
ROCC,Ranger Oil,,SP600SmallCap,2019,2019
ROCK,"Gibraltar Industries, Inc.",0000912562,SP600SmallCap,2019,2019
ROG,Rogers Corporation,0000084748,SP600SmallCap,2019,2019
ROIC,Retail Opportunity Investments,,SP600SmallCap,2019,2019
RPT,RPT Realty,,SP600SmallCap,2019,2019
RRC,Range Resources,,SP600SmallCap,2019,2019
RRD,R.R. Donnelley & Sons,,SP600SmallCap,2019,2019
RRGB,Red Robin,,SP600SmallCap,2019,2019
RUTH,Ruth's Hospitality Group,,SP600SmallCap,2019,2019
RWT,"Redwood Trust, Inc.",0000930236,SP600SmallCap,2019,2019
RYAM,Rayonier Advanced Materials,,SP600SmallCap,2019,2019
SAFE,"Safehold, Inc.",0001095651,SP600SmallCap,2019,2019
SAFT,"Safety Insurance Group, Inc.",0001172052,SP600SmallCap,2019,2019
SAH,"Sonic Automotive, Inc.",0001043509,SP600SmallCap,2019,2019
SAIA,"Saia, Inc.",,SP600SmallCap,2019,2019
SANM,Sanmina Corporation,0000897723,SP600SmallCap,2019,2019
SBCF,Seacoast Banking Corporation of Florida,0000730708,SP600SmallCap,2019,2019
SBSI,"Southside Bancshares, Inc.",0000705432,SP600SmallCap,2019,2019
SCHL,Scholastic Corporation,0000866729,SP600SmallCap,2019,2019
SCL,Stepan Company,0000094049,SP600SmallCap,2019,2019
SCSC,"ScanSource, Inc.",0000918965,SP600SmallCap,2019,2019
SCVL,Shoe Carnival,,SP600SmallCap,2019,2019
SEM,"Select Medical Holdings, Corp.",0001320414,SP600SmallCap,2019,2019
SENEA,Seneca Foods,,SP600SmallCap,2019,2019
SFBS,"ServisFirst Bancshares, Inc.",0001430723,SP600SmallCap,2019,2019
SFNC,Simmons First National Corporation,0000090498,SP600SmallCap,2019,2019
SGH,"Smart Global Holdings, Inc.",,SP600SmallCap,2019,2019
SHAK,"Shake Shack, Inc.",0001620533,SP600SmallCap,2019,2019
SHEN,Shenandoah Telecommunications Co,0000354963,SP600SmallCap,2019,2019
SHOO,"Steven Madden, Ltd.",0000913241,SP600SmallCap,2019,2019
SIG,Signet Jewelers,0000832988,SP600SmallCap,2019,2019
SITC,SITE Centers,,SP600SmallCap,2019,2019
SJI,South Jersey Industries,,SP600SmallCap,2019,2019
SKYW,"SkyWest, Inc.",0000793733,SP600SmallCap,2019,2019
SLCA,U.S. Silica Holdings,,SP600SmallCap,2019,2019
SM,SM Energy Company,0000893538,SP600SmallCap,2019,2019
SMP,"Standard Motor Products, Inc.",0000093389,SP600SmallCap,2019,2019
SNBR,Sleep Number,,SP600SmallCap,2019,2019
SNEX,StoneX Group Inc.,0000913760,SP600SmallCap,2019,2019
SPNT,SiriusPoint Ltd.,0001576018,SP600SmallCap,2019,2019
SPOK,"Spok Holdings, Inc.",,SP600SmallCap,2019,2019
SPPI,Spectrum Pharmaceuticals,,SP600SmallCap,2019,2019
SPSC,"SPS Commerce, Inc.",0001092699,SP600SmallCap,2019,2019
SPTN,SpartanNash,,SP600SmallCap,2019,2019
SPXC,SPX Corporation,,SP600SmallCap,2019,2019
SRDX,Surmodics,,SP600SmallCap,2019,2019
SSD,Simpson Manufacturing Company,,SP600SmallCap,2019,2019
SSP,E. W. Scripps Company,,SP600SmallCap,2019,2019
SSTK,"Shutterstock, Inc.",0001549346,SP600SmallCap,2019,2019
STAR,iStar,,SP600SmallCap,2019,2019
STBA,"S&T Bancorp, Inc.",0000719220,SP600SmallCap,2019,2019
STC,Stewart Information Services Corporation,0000094344,SP600SmallCap,2019,2019
STMP,"Stamps.com, Inc.",,SP600SmallCap,2019,2019
STRA,"Strategic Education, Inc.",0001013934,SP600SmallCap,2019,2019
SUPN,"Supernus Pharmaceuticals, Inc.",0001356576,SP600SmallCap,2019,2019
SWN,Southwestern Energy,,SP600SmallCap,2019,2019
SXC,SunCoke Energy,,SP600SmallCap,2019,2019
SXI,Standex International Corporation,0000310354,SP600SmallCap,2019,2019
SYKE,Sykes Enterprises,,SP600SmallCap,2019,2019
TALO,"Talos Energy, Inc.",0001724965,SP600SmallCap,2019,2019
