ticker,company,cik,index_name,from_year,thru_year
TBI,TrueBlue,,SP600SmallCap,2019,2019
TCMD,Tactile Systems Technology,,SP600SmallCap,2019,2019
TFIN,"Triumph Bancorp, Inc.",0001539638,SP600SmallCap,2019,2019
TG,Tredegar Corporation,,SP600SmallCap,2019,2019
TGI,Triumph Group,,SP600SmallCap,2019,2019
THRM,Gentherm Incorporated,0000903129,SP600SmallCap,2019,2019
TILE,"Interface, Inc.",0000715787,SP600SmallCap,2019,2019
TISI,"Team, Inc",,SP600SmallCap,2019,2019
TIVO,TiVo Inc.,,SP600SmallCap,2019,2019
TLRD,Tailored Brands,,SP600SmallCap,2019,2019
TMP,Tompkins Financial Corporation,0001005817,SP600SmallCap,2019,2019
TNC,Tennant Company,0000097134,SP600SmallCap,2019,2019
TRHC,Tabula Rasa HealthCare,,SP600SmallCap,2019,2019
TRST,TrustCo Bank Corp NY,0000357301,SP600SmallCap,2019,2019
TSE,Trinseo,,SP600SmallCap,2019,2019
TTEC,TTEC Holdings,,SP600SmallCap,2019,2019
TTGT,Techtarget,,SP600SmallCap,2019,2019
TTI,TETRA Technologies,,SP600SmallCap,2019,2019
TTMI,TTM Technologies,,SP600SmallCap,2019,2019
TUP,Tupperware Brands,,SP600SmallCap,2019,2019
TVTY,Tivity Health,,SP600SmallCap,2019,2019
TWI,"Titan International, Inc.",,SP600SmallCap,2019,2019
UA,Under Armour (Class C),0001336917,SP600SmallCap,2019,2019
UAA,Under Armour (Class A),0001336917,SP600SmallCap,2019,2019
UBA,Urstadt Biddle Properties,,SP600SmallCap,2019,2019
UCB,"United Community Banks, Inc.",0000857855,SP600SmallCap,2019,2019
UCTT,"Ultra Clean Holdings, Inc.",0001275014,SP600SmallCap,2019,2019
UEIC,Universal Electronics Inc,,SP600SmallCap,2019,2019
UFCS,"United Fire Group, Inc.",0000101199,SP600SmallCap,2019,2019
UFI,Unifi,,SP600SmallCap,2019,2019
UFPI,UFP Industries,,SP600SmallCap,2019,2019
UHT,Universal Health Realty Income Trust,0000798783,SP600SmallCap,2019,2019
UIHC,United Insurance Holdings Corp.,,SP600SmallCap,2019,2019
UIS,Unisys,,SP600SmallCap,2019,2019
UNF,UniFirst Corporation,0000717954,SP600SmallCap,2019,2019
UNFI,United Natural Foods Inc,0001020859,SP600SmallCap,2019,2019
UNIT,Uniti Group,0002020795,SP600SmallCap,2019,2019
UPBD,"Upbound Group, Inc.",0000933036,SP600SmallCap,2019,2019
USCR,U.S. Concrete,,SP600SmallCap,2019,2019
USNA,USANA Health Sciences,,SP600SmallCap,2019,2019
USPH,"U.S. Physical Therapy, Inc.",0000885978,SP600SmallCap,2019,2019
UVE,Universal Insurance Holdings,,SP600SmallCap,2019,2019
UVV,Universal Corporation,0000102037,SP600SmallCap,2019,2019
VAL,Valaris,,SP600SmallCap,2019,2019
VBTX,Veritex Holdings,,SP600SmallCap,2019,2019
VECO,Veeco Instruments Inc.,0000103145,SP600SmallCap,2019,2019
VG,Vonage,,SP600SmallCap,2019,2019
VGR,Vector Group,,SP600SmallCap,2019,2019
VIAV,VIAVI Solutions,0000912093,SP600SmallCap,2019,2019
VICR,Vicor Corporation,,SP600SmallCap,2019,2019
VIVO,Meridian Bioscience,,SP600SmallCap,2019,2019
VNDA,Vanda Pharmaceuticals,,SP600SmallCap,2019,2019
VRA,Vera Bradley,,SP600SmallCap,2019,2019
VRE,"Veris Residential, Inc.",0000924901,SP600SmallCap,2019,2019
VREX,Varex Imaging,,SP600SmallCap,2019,2019
VRTS,"Virtus Investment Partners, Inc.",0000883237,SP600SmallCap,2019,2019
VRTU,Virtusa Corporation,,SP600SmallCap,2019,2019
VRTV,Veritiv,,SP600SmallCap,2019,2019
VSXY,Victoria's Secret,0001856437,SP600SmallCap,2019,2019
VTLE,Vital Energy,,SP600SmallCap,2019,2019
VTOL,Bristow Group Inc.,0001525221,SP600SmallCap,2019,2019
WABC,Westamerica Bank,0000311094,SP600SmallCap,2019,2019
WD,"Walker & Dunlop, Inc.",0001497770,SP600SmallCap,2019,2019
WDFC,WD-40 Company,0000105132,SP600SmallCap,2019,2019
WDR,Waddell & Reed,,SP600SmallCap,2019,2019
WGO,"Winnebago Industries, Inc.",0000107687,SP600SmallCap,2019,2019
WING,Wingstop,,SP600SmallCap,2019,2019
WIRE,Encore Wire Corporation,,SP600SmallCap,2019,2019
WKC,World Kinect Corporation,0000789460,SP600SmallCap,2019,2019
WLH,William Lyon Homes,,SP600SmallCap,2019,2019
WNC,Wabash National,,SP600SmallCap,2019,2019
WPG,Washington Prime Group,,SP600SmallCap,2019,2019
WRLD,World Acceptance Corporation,0000108385,SP600SmallCap,2019,2019
WSR,Whitestone REIT,0001175535,SP600SmallCap,2019,2019
WT,"WisdomTree Investments, Inc.",0000880631,SP600SmallCap,2019,2019
WTS,Watts Water Technologies,,SP600SmallCap,2019,2019
WWW,"Wolverine World Wide, Inc.",0000110471,SP600SmallCap,2019,2019
XHR,"Xenia Hotels & Resorts, Inc.",0001616000,SP600SmallCap,2019,2019
XNCR,Xencor Inc,0001326732,SP600SmallCap,2019,2019
ZEUS,Olympic Steel,,SP600SmallCap,2019,2019
ZUMZ,Zumiez,,SP600SmallCap,2019,2019
ZYXI,Zynex,,SP600SmallCap,2019,2019
