date,year,action,ticker,company,index_name,reason
"February 27, 2019",2019,removed,WAB,Wabtec,SP400MidCap,The Goodyear Tire & Rubber will replace Wabtec in the S&P MidCap 400.
"February 21, 2019",2019,added,AMED,Amedisys,SP400MidCap,Apollo Global Management (NYSE: APO) is acquiring Aspen Insurance Holdings.
"February 21, 2019",2019,removed,AHL,Aspen Insurance Holdings,SP400MidCap,Apollo Global Management (NYSE: APO) is acquiring Aspen Insurance Holdings.
"February 11, 2019",2019,added,CVET,Covetrus,SP400MidCap,Cannae Holdings Inc. (CNNE) is acquiring Dun & Bradstreet.
"February 11, 2019",2019,removed,DNB,Dun & Bradstreet Corp,SP400MidCap,Cannae Holdings Inc. (CNNE) is acquiring Dun & Bradstreet.
"February 6, 2019",2019,added,BRX,Brixmor Property Group,SP400MidCap,CenterPoint Energy Inc. (NYSE:CNP)is acquiring Vectren.
"February 6, 2019",2019,removed,VVC,Vectren,SP400MidCap,CenterPoint Energy Inc. (NYSE:CNP)is acquiring Vectren.
"February 4, 2019",2019,added,CZR,Caesars Entertainment,SP400MidCap,Dril-Quip will replace Essendant Inc. (NASD:ESND) in the S&P SmallCap 600.
"February 4, 2019",2019,removed,DRQ,Dril-Quip,SP400MidCap,Dril-Quip will replace Essendant Inc. (NASD:ESND) in the S&P SmallCap 600.
"January 18, 2019",2019,added,GDOT,Green Dot,SP400MidCap,TeleflexInc.(NYSE:TFX) will replace PG&E Corp.(NYSE:PCG) in the S&P 500.
"January 18, 2019",2019,removed,TFX,Teleflex,SP400MidCap,TeleflexInc.(NYSE:TFX) will replace PG&E Corp.(NYSE:PCG) in the S&P 500.
"December 12, 2018",2018,added,YELP,Yelp,SP400MidCap,Gulfport Energy Corp.(NASD:GPOR) will replace OclaroInc. (NASD: OCLR) in the S&P SmallCap 600.
"December 12, 2018",2018,removed,GPOR,Gulfport Energy Corp,SP400MidCap,Gulfport Energy Corp.(NASD:GPOR) will replace OclaroInc. (NASD: OCLR) in the S&P SmallCap 600.
"December 10, 2018",2018,added,OLED,Universal Display,SP400MidCap,Nabors Industries Ltd. (NYSE: NBR) will replace Sonic Corp. (NASD: SONC) in the S&P SmallCap 600.
"December 10, 2018",2018,removed,NBR,Nabors Industries,SP400MidCap,Nabors Industries Ltd. (NYSE: NBR) will replace Sonic Corp. (NASD: SONC) in the S&P SmallCap 600.
"December 3, 2018",2018,added,PEB,Pebblebrook Hotel Trust,SP400MidCap,Pebblebrook Hotel Trust is acquiring LaSalle Hotel Properties.
"December 3, 2018",2018,removed,LHO,LaSalle Hotel Properties,SP400MidCap,Pebblebrook Hotel Trust is acquiring LaSalle Hotel Properties.
"December 3, 2018",2018,added,SRCL,Stericycle,SP400MidCap,Stericycle replaced Energen Corp. (NYSE:EGN) in the S&P MidCap 400.
"December 3, 2018",2018,removed,EGN,Energen,SP400MidCap,Stericycle replaced Energen Corp. (NYSE:EGN) in the S&P MidCap 400.
"December 3, 2018",2018,added,CACI,CACI International,SP400MidCap,CACI International Inc. replaced Lamb Weston Holdings in the S&P MidCap 400.
"December 3, 2018",2018,removed,LW,Lamb Weston Holdings,SP400MidCap,CACI International Inc. replaced Lamb Weston Holdings in the S&P MidCap 400.
"November 14, 2018",2018,removed,SPN,Superior Energy Services,SP400MidCap,Superior Energy Services Inc. (NYSE: SPN) was removed from the S&P MidCap 400 and added to the S&P SmallCap 600.
"November 13, 2018",2018,added,LGND,Ligand Pharmaceuticals,SP400MidCap,Keysight replaced CA Inc. in the S&P 500.
"November 13, 2018",2018,removed,KEYS,Keysight Technologies,SP400MidCap,Keysight replaced CA Inc. in the S&P 500.
"November 13, 2018",2018,added,EQT,EQT Corporation,SP400MidCap,EQT replaced Jack Henry & Associates in the S&P MidCap 400.
"November 13, 2018",2018,removed,JKHY,Jack Henry & Associates,SP400MidCap,EQT replaced Jack Henry & Associates in the S&P MidCap 400.
"November 13, 2018",2018,added,ETRN,Equitrans Midstream,SP400MidCap,Equitrans Midstream Corp. was added to the S&P MidCap 400.
"November 12, 2018",2018,added,MTZ,MasTec,SP400MidCap,United Natural Foods will replace MiMedx Group Inc. (NASD: MDXG) in the S&P SmallCap 600.
"November 12, 2018",2018,removed,UNFI,United Natural Foods,SP400MidCap,United Natural Foods will replace MiMedx Group Inc. (NASD: MDXG) in the S&P SmallCap 600.
"November 6, 2018",2018,added,NSP,Insperity,SP400MidCap,Insperity will replace LifePointHealth Inc.
"November 6, 2018",2018,removed,LPNT,LifePoint Health Inc.,SP400MidCap,Insperity will replace LifePointHealth Inc.
"October 11, 2018",2018,added,ASGN,ASGN Inc.,SP400MidCap,Fortinet replaced Envision Healthcare Corp. in the S&P 500.
"October 11, 2018",2018,removed,FTNT,Fortinet,SP400MidCap,Fortinet replaced Envision Healthcare Corp. in the S&P 500.
"October 10, 2018",2018,added,PENN,Penn National Gaming,SP400MidCap,S&P MidCap 400 constituent SYNNEX Corporation acquired Convergys.
"October 10, 2018",2018,removed,CVG,Convergys,SP400MidCap,S&P MidCap 400 constituent SYNNEX Corporation acquired Convergys.
"September 20, 2018",2018,added,RLGY,Realogy,SP400MidCap,Greystar Real Estate Partners acquired Education Realty Trust.
"September 20, 2018",2018,removed,EDR,Education Realty Trust,SP400MidCap,Greystar Real Estate Partners acquired Education Realty Trust.
"September 18, 2018",2018,added,WTW,Weight Watchers,SP400MidCap,S&P 500 constituent Boeing acquired KLX.
"September 18, 2018",2018,removed,KLXI,KLX Inc.,SP400MidCap,S&P 500 constituent Boeing acquired KLX.
"September 17, 2018",2018,added,HQY,HealthEquity,SP400MidCap,"WellCare Health Plans, Inc. replaced XL Group (NYSE: XL) in the S&P 500."
"September 17, 2018",2018,removed,WCG,WellCare,SP400MidCap,"WellCare Health Plans, Inc. replaced XL Group (NYSE: XL) in the S&P 500."
"September 4, 2018",2018,added,VAC,Marriott Vacations Worldwide,SP400MidCap,Marriott Vacations Worldwide acquired ILG.
"September 4, 2018",2018,removed,ILG,"ILG, Inc.",SP400MidCap,Marriott Vacations Worldwide acquired ILG.
"August 22, 2018",2018,added,ADNT,Adient,SP400MidCap,S&P 500 constituent ProLogis Inc. acquired DCT Industrial Trust.
"August 22, 2018",2018,removed,DCT,DCT Industrial Trust,SP400MidCap,S&P 500 constituent ProLogis Inc. acquired DCT Industrial Trust.
"August 20, 2018",2018,added,ERI,Eldorado Resorts,SP400MidCap,Francisco Partners acquired VeriFone Systems.
"August 20, 2018",2018,removed,PAY,VeriFone,SP400MidCap,Francisco Partners acquired VeriFone Systems.
"August 1, 2018",2018,added,WWE,World Wrestling Entertainment,SP400MidCap,S&P 500 constituent Welltower Inc. (NYSE:WELL) acquired Quality Care Properties.
"August 1, 2018",2018,removed,QCP,Quality Care Properties,SP400MidCap,S&P 500 constituent Welltower Inc. (NYSE:WELL) acquired Quality Care Properties.
"July 11, 2018",2018,added,VC,Visteon,SP400MidCap,AltaGas Ltd. (TSX:ALA) acquired WGL Holdings.
"July 11, 2018",2018,removed,WGL,WGL Holdings,SP400MidCap,AltaGas Ltd. (TSX:ALA) acquired WGL Holdings.
"July 2, 2018",2018,added,EXEL,Exelixis,SP400MidCap,Copart replaced Dr Pepper Snapple Group Inc. (NYSE: DPS) in the S&P 500.
"July 2, 2018",2018,removed,CPRT,Copart,SP400MidCap,Copart replaced Dr Pepper Snapple Group Inc. (NYSE: DPS) in the S&P 500.
"June 18, 2018",2018,added,AYI,Acuity Brands,SP400MidCap,Market capitalization changes
"June 18, 2018",2018,removed,HFC,HollyFrontier,SP400MidCap,Market capitalization changes
"June 18, 2018",2018,added,RRC,Range Resources,SP400MidCap,Market capitalization changes
"June 18, 2018",2018,removed,BR,Broadridge Financial Solutions,SP400MidCap,Market capitalization changes
"June 18, 2018",2018,added,CHE,Chemed Corp.,SP400MidCap,Market capitalization changes
"June 18, 2018",2018,removed,ENDP,Endo International,SP400MidCap,Market capitalization changes
"June 18, 2018",2018,added,HAE,Haemonetics,SP400MidCap,Market capitalization changes
"June 18, 2018",2018,removed,CTB,Cooper Tire & Rubber Co.,SP400MidCap,Market capitalization changes
"June 11, 2018",2018,added,OLLI,Ollie's Bargain Outlet,SP400MidCap,S&P 500 constituent Northrop Grumman Corp. (NYSE: NOC) acquired Orbital ATK.
"June 11, 2018",2018,removed,OA,Orbital ATK,SP400MidCap,S&P 500 constituent Northrop Grumman Corp. (NYSE: NOC) acquired Orbital ATK.
"June 5, 2018",2018,added,NAVI,Navient Corp.,SP400MidCap,Navient had a market capitalization closer to the mid-cap market space.
"June 5, 2018",2018,removed,WR,Westar Energy (renamed Evergy),SP400MidCap,Navient had a market capitalization closer to the mid-cap market space.
"June 5, 2018",2018,added,IART,Integra LifeSciences,SP400MidCap,Westar Energy acquired Great Plains Energy which moved the combined company to the S&P 500.
"June 5, 2018",2018,removed,GXP,Great Plains Energy,SP400MidCap,Westar Energy acquired Great Plains Energy which moved the combined company to the S&P 500.
"May 31, 2018",2018,added,WYND,Wyndham Destinations,SP400MidCap,S&P 500 constituent Microchip Technology Inc. (NASD:MCHP) acquired Microsemi.
"May 31, 2018",2018,removed,MSCC,Microsemi,SP400MidCap,S&P 500 constituent Microchip Technology Inc. (NASD:MCHP) acquired Microsemi.
"May 31, 2018",2018,added,PRAH,PRA Health Sciences,SP400MidCap,ABIOMED Inc. replaced Wyndham Worldwide Corp. (NYSE:WYN) in the S&P 500.
"May 31, 2018",2018,removed,ABMD,Abiomed,SP400MidCap,ABIOMED Inc. replaced Wyndham Worldwide Corp. (NYSE:WYN) in the S&P 500.
"May 10, 2018",2018,added,APY,Apergy Corp.,SP400MidCap,S&P 500 constituent Dover Corp. (NYSE: DOV) spun off Apergy.
"May 10, 2018",2018,removed,DDD,3D Systems,SP400MidCap,S&P 500 constituent Dover Corp. (NYSE: DOV) spun off Apergy.
"May 10, 2018",2018,added,MDR,McDermott International,SP400MidCap,McDermott International merged with Chicago Bridge & Iron Company N.V. (NYSE: CBI).
"May 10, 2018",2018,removed,DBD,Diebold Nixdorf,SP400MidCap,McDermott International merged with Chicago Bridge & Iron Company N.V. (NYSE: CBI).
"May 2, 2018",2018,added,NVT,nVent Electric,SP400MidCap,S&P 500 constituent Pentair plc (NYSE: PNR) spun off nVent Electric.
"May 2, 2018",2018,removed,KN,Knowles Corporation,SP400MidCap,S&P 500 constituent Pentair plc (NYSE: PNR) spun off nVent Electric.
"May 1, 2018",2018,added,OAS,Oasis Petroleum,SP400MidCap,Market capitalization changes
"May 1, 2018",2018,removed,WPG,Washington Prime Group,SP400MidCap,Market capitalization changes
"April 19, 2018",2018,added,FIVE,Five Below,SP400MidCap,SS&C Technologies Holdings Inc. (NASD: SSNC) acquired DST Systems.
"April 19, 2018",2018,removed,DST,DST Systems,SP400MidCap,SS&C Technologies Holdings Inc. (NASD: SSNC) acquired DST Systems.
"April 4, 2018",2018,added,LITE,Lumentum,SP400MidCap,MSCI Inc. replaced CSRA Inc. (NYSE: CSRA) in the S&P 500.
"April 4, 2018",2018,removed,MSCI,MSCI Inc,SP400MidCap,MSCI Inc. replaced CSRA Inc. (NYSE: CSRA) in the S&P 500.
"March 26, 2018",2018,added,EVR,Evercore,SP400MidCap,S&P 500 constituent Campbell Soup Company (NYSE:CPB) acquired Snyder's-Lance.
"March 26, 2018",2018,removed,LNCE,Snyder's-Lance,SP400MidCap,S&P 500 constituent Campbell Soup Company (NYSE:CPB) acquired Snyder's-Lance.
"March 19, 2018",2018,added,SIG,Signet Jewelers,SP400MidCap,Market capitalization changes
"March 19, 2018",2018,removed,TTWO,Take-Two Interactive,SP400MidCap,Market capitalization changes
"March 19, 2018",2018,added,PDCO,Patterson Companies,SP400MidCap,Market capitalization changes
"March 19, 2018",2018,removed,SIVB,SVB Financial,SP400MidCap,Market capitalization changes
"March 19, 2018",2018,added,CHK,Chesapeake Energy,SP400MidCap,Market capitalization changes
"March 19, 2018",2018,removed,DF,Dean Foods,SP400MidCap,Market capitalization changes
"March 19, 2018",2018,added,CMD,Cantel Medical,SP400MidCap,Market capitalization changes
"March 19, 2018",2018,removed,AVP,Avon Products,SP400MidCap,Market capitalization changes
"March 19, 2018",2018,added,ICUI,ICU Medical,SP400MidCap,Market capitalization changes
"March 19, 2018",2018,removed,OMI,Owens & Minor,SP400MidCap,Market capitalization changes
"March 8, 2018",2018,added,TREE,LendingTree,SP400MidCap,Sanofi acquired Bioverativ.
"March 8, 2018",2018,removed,BIVV,Bioverativ,SP400MidCap,Sanofi acquired Bioverativ.
"March 7, 2018",2018,added,ALE,ALLETE Inc.,SP400MidCap,IPG Photonics Corp. replaced Scripps Networks Interactive Inc. (NASD: SNI) in the S&P 500.
"March 7, 2018",2018,removed,IPGP,IPG Photonics,SP400MidCap,IPG Photonics Corp. replaced Scripps Networks Interactive Inc. (NASD: SNI) in the S&P 500.
"February 13, 2018",2018,added,BYD,Boyd Gaming,SP400MidCap,S&P 500 constituent Lennar acquired CalAtlantic.
"February 13, 2018",2018,removed,CAA,CalAtlantic Homes,SP400MidCap,S&P 500 constituent Lennar acquired CalAtlantic.
"February 5, 2018",2018,added,HCSG,Healthcare Services Group,SP400MidCap,Arby's Restaurant Group acquired Buffalo Wild Wings.
"February 5, 2018",2018,removed,BWLD,Buffalo Wild Wings,SP400MidCap,Arby's Restaurant Group acquired Buffalo Wild Wings.
"January 3, 2018",2018,added,SGMS,Scientific Games,SP400MidCap,Huntington Ingalls Industries Inc. replaced C. R. Bard Inc. (NYSE:BCR) in the S&P 500.
"January 3, 2018",2018,removed,HII,Huntington Ingalls,SP400MidCap,Huntington Ingalls Industries Inc. replaced C. R. Bard Inc. (NYSE:BCR) in the S&P 500.
"January 2, 2018",2018,added,EHC,Encompass Health Corp.,SP400MidCap,S&P 400 constituent HealthSouth (NYSE: HLS) renamed Encompass Health and changed to new symbol.
"January 2, 2018",2018,removed,HLS,HealthSouth,SP400MidCap,S&P 400 constituent HealthSouth (NYSE: HLS) renamed Encompass Health and changed to new symbol.
"January 2, 2018",2018,added,IBKR,Interactive Brokers,SP400MidCap,S&P 600 constituent Interactive Brokers Group Inc. replaced Home Shopping Network Inc. (HSN) after Liberty Interactive Corp acquired HSN.
"January 2, 2018",2018,removed,HSNI,HSN Inc,SP400MidCap,S&P 600 constituent Interactive Brokers Group Inc. replaced Home Shopping Network Inc. (HSN) after Liberty Interactive Corp acquired HSN.
"December 6, 2017",2017,added,DLPH,Delphi Technologies,SP400MidCap,"S&P 500 constituent Delphi Automotive plc (NYSE: DLPH), to be renamed Aptiv plc and trade under new symbol APTV, spun off Delphi Technologies."
"December 6, 2017",2017,removed,FTR,Frontier Communications,SP400MidCap,"S&P 500 constituent Delphi Automotive plc (NYSE: DLPH), to be renamed Aptiv plc and trade under new symbol APTV, spun off Delphi Technologies."
"November 22, 2017",2017,added,MKSI,MKS Instruments,SP400MidCap,S&P 500 constituent Broadcom Limited acquired Brocade Communications Systems.
"November 22, 2017",2017,removed,BRCD,Brocade Communications,SP400MidCap,S&P 500 constituent Broadcom Limited acquired Brocade Communications Systems.
"October 2, 2017",2017,added,SIX,Six Flags,SP400MidCap,Pamplona Capital Management acquired PAREXEL.
"October 2, 2017",2017,removed,PRXL,PAREXEL,SP400MidCap,Pamplona Capital Management acquired PAREXEL.
"October 2, 2017",2017,added,STL,Sterling Bancorp,SP400MidCap,Sterling Bancorp acquired Astoria Financial.
"October 2, 2017",2017,removed,OIS,Oil States International,SP400MidCap,Sterling Bancorp acquired Astoria Financial.
"September 26, 2017",2017,added,SAFM,Sanderson Farms,SP400MidCap,Bass Pro Shops acquired Cabela's.
"September 26, 2017",2017,removed,CAB,Cabela's,SP400MidCap,Bass Pro Shops acquired Cabela's.
"September 18, 2017",2017,added,ILG,"ILG, Inc.",SP400MidCap,Cadence Design Systems replaced Staples Inc. in the S&P 500.
"September 18, 2017",2017,removed,CDNS,Cadence Design Systems,SP400MidCap,Cadence Design Systems replaced Staples Inc. in the S&P 500.
"September 18, 2017",2017,added,BCO,Brink's,SP400MidCap,Mars Inc. acquired VCA.
"September 18, 2017",2017,removed,WOOF,VCA Inc.,SP400MidCap,Mars Inc. acquired VCA.
"September 18, 2017",2017,added,CPE,Callon Petroleum,SP400MidCap,Internet Brands acquired WebMD Health.
"September 18, 2017",2017,removed,WBMD,WebMD,SP400MidCap,Internet Brands acquired WebMD Health.
"August 17, 2017",2017,added,SBRA,Sabra Health Care REIT,SP400MidCap,Sabra Health Care REIT acquired Care Capital Properties.
"August 17, 2017",2017,removed,CCP,Care Capital Properties,SP400MidCap,Sabra Health Care REIT acquired Care Capital Properties.
"August 10, 2017",2017,added,COR,CoreSite Realty,SP400MidCap,NeuStar was acquired by a private investment group led by Golden Gate Capital.
"August 10, 2017",2017,removed,NSR,Neustar,SP400MidCap,NeuStar was acquired by a private investment group led by Golden Gate Capital.
"August 8, 2017",2017,added,AN,AutoNation,SP400MidCap,Brighthouse Financial Inc. (NASD: BHF) replaced AutoNation in the S&P 500.
"August 8, 2017",2017,removed,FCN,FTI Consulting,SP400MidCap,Brighthouse Financial Inc. (NASD: BHF) replaced AutoNation in the S&P 500.
"July 26, 2017",2017,added,MNK,Mallinckrodt,SP400MidCap,Market capitalization changes
"July 26, 2017",2017,removed,RMD,ResMed,SP400MidCap,Market capitalization changes
"July 26, 2017",2017,added,MUR,Murphy Oil,SP400MidCap,Market capitalization changes
"July 26, 2017",2017,removed,PKG,Packaging Corporation of America,SP400MidCap,Market capitalization changes
"July 26, 2017",2017,added,BBBY,Bed Bath & Beyond,SP400MidCap,Market capitalization changes
"July 26, 2017",2017,removed,AOS,A.O. Smith,SP400MidCap,Market capitalization changes
"July 26, 2017",2017,added,RIG,Transocean,SP400MidCap,Market capitalization changes
"July 26, 2017",2017,removed,DRE,Duke Realty,SP400MidCap,Market capitalization changes
"July 19, 2017",2017,added,JBGS,JBG Smith,SP400MidCap,S&P 500 constituent Vornado Realty Trust (NYSE:VNO) spun off JBG SMITH Properties.
"July 19, 2017",2017,removed,CHS,Chico's FAS,SP400MidCap,S&P 500 constituent Vornado Realty Trust (NYSE:VNO) spun off JBG SMITH Properties.
"July 12, 2017",2017,added,KNX,Knight Transportation,SP400MidCap,"S&P 500 constituent Coach, Inc. (NYSE:COH) acquired Kate Spade."
"July 12, 2017",2017,removed,KATE,Kate Spade & Company,SP400MidCap,"S&P 500 constituent Coach, Inc. (NYSE:COH) acquired Kate Spade."
"July 12, 2017",2017,added,CLB,Core Laboratories,SP400MidCap,JAB Holdings B.V. acquired Panera Bread.
"July 12, 2017",2017,removed,PNRA,Panera Bread,SP400MidCap,JAB Holdings B.V. acquired Panera Bread.
"June 29, 2017",2017,added,BLKB,Blackbaud,SP400MidCap,Alimentation Couche-Tard acquired CST Brands.
"June 29, 2017",2017,removed,CST,CST Brands,SP400MidCap,Alimentation Couche-Tard acquired CST Brands.
"June 26, 2017",2017,added,MDSO,Medidata Solutions,SP400MidCap,Canadian Imperial Bank of Commerce acquired PrivateBancorp.
"June 26, 2017",2017,removed,PVTB,PrivateBancorp,SP400MidCap,Canadian Imperial Bank of Commerce acquired PrivateBancorp.
"June 19, 2017",2017,added,PNFP,Pinnacle Financial Partners,SP400MidCap,Everest Re Group Ltd replaced Mead Johnson Nutrition Co. in the S&P 500.
"June 19, 2017",2017,removed,RE,Everest Re,SP400MidCap,Everest Re Group Ltd replaced Mead Johnson Nutrition Co. in the S&P 500.
"June 19, 2017",2017,added,TDC,Teradata,SP400MidCap,Market capitalization changes
"June 19, 2017",2017,removed,ALGN,Align Technology,SP400MidCap,Market capitalization changes
"June 19, 2017",2017,added,R,Ryder System,SP400MidCap,Market capitalization changes
"June 19, 2017",2017,removed,ANSS,ANSYS Inc,SP400MidCap,Market capitalization changes
"June 2, 2017",2017,added,CARS,Cars.com,SP400MidCap,TEGNA spun off Cars.com.
"June 2, 2017",2017,removed,TIME,Time Inc.,SP400MidCap,TEGNA spun off Cars.com.
"June 2, 2017",2017,added,TGNA,"Tegna, Inc.",SP400MidCap,IHS Markit Ltd. (NASD:INFO) replaced TEGNA Inc. in the S&P 500.
"June 2, 2017",2017,removed,JCP,J. C. Penney,SP400MidCap,IHS Markit Ltd. (NASD:INFO) replaced TEGNA Inc. in the S&P 500.
"June 2, 2017",2017,added,MTDR,Matador Resources,SP400MidCap,S&P 500 constituent Tesoro Corp. (NYSE:TSO) acquired Western Refining.
"June 2, 2017",2017,removed,WNR,Western Refining,SP400MidCap,S&P 500 constituent Tesoro Corp. (NYSE:TSO) acquired Western Refining.
"June 2, 2017",2017,added,HOMB,Home BancShares,SP400MidCap,S&P 500 constituent The Sherwin-Williams Co. (NYSE:SHW) acquired Valspar.
"June 2, 2017",2017,removed,VAL,Valspar,SP400MidCap,S&P 500 constituent The Sherwin-Williams Co. (NYSE:SHW) acquired Valspar.
"May 16, 2017",2017,added,VVV,Valvoline Inc,SP400MidCap,S&P MidCap 400 constituent Ashland Global Holdings Inc. (NYSE:ASH) spun off its remaining stake in Valvoline.
"May 16, 2017",2017,removed,NE,Noble Corporation,SP400MidCap,S&P MidCap 400 constituent Ashland Global Holdings Inc. (NYSE:ASH) spun off its remaining stake in Valvoline.
"April 28, 2017",2017,added,PBF,PBF Energy,SP400MidCap,Waddell & Reed Financial replaced Stillwater Mining Co. (NYSE: SWC) in the S&P SmallCap 600.
"April 28, 2017",2017,removed,WDR,Waddell & Reed,SP400MidCap,Waddell & Reed Financial replaced Stillwater Mining Co. (NYSE: SWC) in the S&P SmallCap 600.
"April 19, 2017",2017,added,SABR,Sabre Corp,SP400MidCap,S&P 500 constituent Rockwell Collins Inc. (NYSE:COL) acquired B/E Aerospace.
"April 19, 2017",2017,removed,BEAV,B/E Aerospace,SP400MidCap,S&P 500 constituent Rockwell Collins Inc. (NYSE:COL) acquired B/E Aerospace.
"April 12, 2017",2017,added,UBSI,United Bankshares,SP400MidCap,Danone SA acquired WhiteWave Foods.
"April 12, 2017",2017,removed,WWAV,WhiteWave Foods,SP400MidCap,Danone SA acquired WhiteWave Foods.
"April 6, 2017",2017,added,ACHC,Acadia Healthcare,SP400MidCap,Komatsu Limited acquired Joy Global.
"April 6, 2017",2017,removed,JOY,Joy Global,SP400MidCap,Komatsu Limited acquired Joy Global.
"April 5, 2017",2017,added,DNB,Dun & Bradstreet,SP400MidCap,Gartner Inc. replaced The Dun & Bradstreet Corp. in the S&P 500.
"April 5, 2017",2017,removed,IT,Gartner,SP400MidCap,Gartner Inc. replaced The Dun & Bradstreet Corp. in the S&P 500.
"April 5, 2017",2017,added,INCR,INC Research,SP400MidCap,Gartner acquired CEB.
"April 5, 2017",2017,removed,CEB,CEB Inc.,SP400MidCap,Gartner acquired CEB.
"April 4, 2017",2017,added,SWN,Southwestern Energy,SP400MidCap,Computer Sciences Corp. replaced Southwestern Energy Co. in the S&P 500.
"April 4, 2017",2017,removed,CSC,Computer Sciences Corp.,SP400MidCap,Computer Sciences Corp. replaced Southwestern Energy Co. in the S&P 500.
"April 3, 2017",2017,added,WTFC,Wintrust Financial,SP400MidCap,Siemens Industry Inc. acquired Mentor Graphics.
"April 3, 2017",2017,removed,MENT,Mentor Graphics,SP400MidCap,Siemens Industry Inc. acquired Mentor Graphics.
"March 29, 2017",2017,added,TCBI,Texas Capital Bancshares,SP400MidCap,SOMPO Holdings Inc. acquired Endurance Specialty Holdings.
"March 29, 2017",2017,removed,ENH,Endurance Specialty Holdings,SP400MidCap,SOMPO Holdings Inc. acquired Endurance Specialty Holdings.
"March 29, 2017",2017,added,MIK,The Michaels Companies,SP400MidCap,WisdomTree Investments moved to the S&P SmallCap 600.
"March 29, 2017",2017,removed,WETF,WisdomTree Investments,SP400MidCap,WisdomTree Investments moved to the S&P SmallCap 600.
"March 20, 2017",2017,added,URBN,Urban Outfitters,SP400MidCap,Market capitalization changes
"March 20, 2017",2017,removed,AMD,Advanced Micro Devices,SP400MidCap,Market capitalization changes
"March 20, 2017",2017,added,FTR,Frontier Communications,SP400MidCap,Market capitalization changes
"March 20, 2017",2017,removed,RJF,Raymond James Financial,SP400MidCap,Market capitalization changes
"March 20, 2017",2017,added,FSLR,First Solar,SP400MidCap,Market capitalization changes
"March 20, 2017",2017,removed,ARE,Alexandria Real Estate Equities,SP400MidCap,Market capitalization changes
"March 20, 2017",2017,added,TTWO,Take-Two Interactive,SP400MidCap,Market capitalization changes
"March 20, 2017",2017,removed,FOSL,Fossil Group,SP400MidCap,Market capitalization changes
"March 20, 2017",2017,added,MASI,Masimo,SP400MidCap,Market capitalization changes
"March 20, 2017",2017,removed,DNR,Denbury Resources,SP400MidCap,Market capitalization changes
"March 20, 2017",2017,added,COHR,"Coherent, Inc.",SP400MidCap,Market capitalization changes
"March 20, 2017",2017,removed,VSTO,Vista Outdoor,SP400MidCap,Market capitalization changes
"March 16, 2017",2017,added,GEO,GEO Group,SP400MidCap,Synopsys Inc. replaced Harman International Industries Inc. (NYSE:HAR) in the S&P 500.
"March 16, 2017",2017,removed,SNPS,Synopsys,SP400MidCap,Synopsys Inc. replaced Harman International Industries Inc. (NYSE:HAR) in the S&P 500.
"March 2, 2017",2017,added,ENDP,Endo International,SP400MidCap,Regency Centers acquired Equity One. S&P MidCap 400 constituent Regency Centers Corp. (NYSE:REG) replaced Endo International plc (NASD:ENDP) in the S&P 500.
"March 2, 2017",2017,removed,REG,Regency Centers,SP400MidCap,Regency Centers acquired Equity One. S&P MidCap 400 constituent Regency Centers Corp. (NYSE:REG) replaced Endo International plc (NASD:ENDP) in the S&P 500.
"March 2, 2017",2017,added,NUS,Nu Skin,SP400MidCap,Equity One acquired by Regency Centers.
"March 2, 2017",2017,removed,EQY,Equity One,SP400MidCap,Equity One acquired by Regency Centers.
"March 1, 2017",2017,added,PBI,Pitney Bowes,SP400MidCap,"CBOE acquired Bats Global Markets Inc. (BATS:BATS). Post acquisition, CBOE Holdings Inc. (NASD:CBOE) will replace Pitney Bowes Inc. (NYSE:PBI) in the S&P 500."
"March 1, 2017",2017,removed,CBOE,CBOE Holdings,SP400MidCap,"CBOE acquired Bats Global Markets Inc. (BATS:BATS). Post acquisition, CBOE Holdings Inc. (NASD:CBOE) will replace Pitney Bowes Inc. (NYSE:PBI) in the S&P 500."
"March 1, 2017",2017,added,CONE,CyrusOne,SP400MidCap,S&P 500 constituent Parker-Hannifin Corp. (NYSE:PH) acquired CLARCOR.
"March 1, 2017",2017,removed,CLC,CLARCOR Inc.,SP400MidCap,S&P 500 constituent Parker-Hannifin Corp. (NYSE:PH) acquired CLARCOR.
"February 28, 2017",2017,added,DDS,Dillard's,SP400MidCap,Renesas Electronics acquired Intersil.
"February 28, 2017",2017,removed,ISIL,Intersil,SP400MidCap,Renesas Electronics acquired Intersil.
"February 13, 2017",2017,added,CTB,Cooper Tire & Rubber,SP400MidCap,NASDAQ announced that comScore will be delisted from its exchange due to non-compliance.
"February 13, 2017",2017,removed,SCOR,comScore,SP400MidCap,NASDAQ announced that comScore will be delisted from its exchange due to non-compliance.
"February 3, 2017",2017,added,BIVV,Bioverativ,SP400MidCap,S&P 100 & 500 constituent Biogen Inc. (NASD: BIIB) spun off Bioverativ. RH replaced Ciber Inc. (NYSE:CBR) in the S&P SmallCap 600.
"February 3, 2017",2017,removed,RH,Restoration Hardware,SP400MidCap,S&P 100 & 500 constituent Biogen Inc. (NASD: BIIB) spun off Bioverativ. RH replaced Ciber Inc. (NYSE:CBR) in the S&P SmallCap 600.
"February 2, 2017",2017,added,LOGM,LogMeIn,SP400MidCap,"S&P 500 constituent Citrix Systems (NASD: CTXS) spun-off GetGo Inc., which was immediately acquired by LogMeIn."
"February 2, 2017",2017,removed,TGI,Triumph Group,SP400MidCap,"S&P 500 constituent Citrix Systems (NASD: CTXS) spun-off GetGo Inc., which was immediately acquired by LogMeIn."
